Ortholog	Version	Category	Description
COG3638	5.0	P	Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system
COG0355	5.0	C	proton-transporting ATP synthase activity, rotational mechanism
COG0445	5.0	D	tRNA wobble uridine modification
COG0567	5.0	C	Dehydrogenase, E1 component
COG0567	5.0	C	oxoglutarate dehydrogenase (succinyl-transferring) activity
COG0315	5.0	H	cyclic pyranopterin monophosphate synthase activity
COG0603	5.0	F	queuosine biosynthetic process
COG0603	5.0	F	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))
COG0621	5.0	J	tRNA modification
COG0621	5.0	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine
COG0548	5.0	E	acetylglutamate kinase activity
COG0548	5.0	E	Belongs to the acetylglutamate kinase family. ArgB subfamily
COG1005	5.0	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone
COG1005	5.0	C	quinone binding
COG1235	5.0	S	pyrroloquinoline quinone biosynthetic process
COG1235	5.0	P	May be involved in the transport of PQQ or its precursor to the periplasm
COG0235	5.0	G	methylthioribulose 1-phosphate dehydratase activity
COG0235	5.0	G	Class ii aldolase
COG0472	5.0	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan
COG0472	5.0	M	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
COG0471	5.0	P	metal ion transport
COG3508	5.0	Q	homogentisate 1,2-dioxygenase activity
COG3508	5.0	Q	Involved in the catabolism of homogentisate (2,5- dihydroxyphenylacetate or 2,5-OH-PhAc), a central intermediate in the degradation of phenylalanine and tyrosine. Catalyzes the oxidative ring cleavage of the aromatic ring of homogentisate to yield maleylacetoacetate
COG0059	5.0	EH	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate
COG0059	5.0	EH	ketol-acid reductoisomerase activity
COG0773	5.0	M	UDP-N-acetylmuramate-L-alanine ligase activity
COG0376	5.0	P	Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity
COG0376	5.0	P	catalase activity
COG0721	5.0	J	regulation of translational fidelity
COG0721	5.0	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)
COG1758	5.0	K	RNA polymerase activity
COG1758	5.0	K	DNA-directed 5'-3' RNA polymerase activity
COG0202	5.0	K	DNA-directed 5'-3' RNA polymerase activity
COG0202	5.0	K	RNA polymerase activity
COG0292	5.0	J	rRNA binding
COG0292	5.0	J	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit
COG3259	5.0	C	Nickel-dependent hydrogenase
COG3243	5.0	I	poly(hydroxyalkanoate) biosynthetic process
COG3243	5.0	I	poly(R)-hydroxyalkanoic acid synthase
COG0112	5.0	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism
COG0112	5.0	E	glycine hydroxymethyltransferase activity
COG1878	5.0	H	Catalyzes the hydrolysis of N-formyl-L-kynurenine to L- kynurenine, the second step in the kynurenine pathway of tryptophan degradation
COG1878	5.0	S	arylformamidase activity
COG0413	5.0	H	3-methyl-2-oxobutanoate hydroxymethyltransferase activity
COG0617	5.0	J	tRNA 3'-terminal CCA addition
COG0617	5.0	J	CTP:tRNA cytidylyltransferase activity
COG0635	5.0	H	Involved in the biosynthesis of porphyrin-containing compound
COG0635	5.0	H	coproporphyrinogen oxidase activity
COG2518	5.0	O	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
COG2518	5.0	O	Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins
COG0588	5.0	G	phosphoglycerate mutase activity
COG0140	5.0	E	phosphoribosyl-ATP diphosphatase activity
COG1063	5.0	E	L-threonine 3-dehydrogenase activity
COG1063	5.0	E	alcohol dehydrogenase
COG0852	5.0	C	NADH dehydrogenase (ubiquinone) activity
COG0852	5.0	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
COG1493	5.0	T	phosphorelay sensor kinase activity
COG1493	5.0	T	Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr). The two antagonistic activities of HprK P are regulated by several intracellular metabolites, which change their concentration in response to the absence or presence of rapidly metabolisable carbon sources (glucose, fructose, etc.) in the growth medium. Therefore, by controlling the phosphorylation state of HPr, HPrK P is a sensor enzyme that plays a major role in the regulation of carbon metabolism and sugar transport it mediates carbon catabolite repression (CCR), and regulates PTS-catalyzed carbohydrate uptake and inducer exclusion
COG1923	5.0	S	regulation of RNA biosynthetic process
COG1923	5.0	S	positive regulation of translation, ncRNA-mediated
COG0665	5.0	E	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
COG4121	5.0	S	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
COG4121	5.0	E	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34
COG0624	5.0	E	Catalyzes the hydrolysis of N-succinyl-L,L- diaminopimelic acid (SDAP), forming succinate and LL-2,6- diaminoheptanedioate (DAP), an intermediate involved in the bacterial biosynthesis of lysine and meso-diaminopimelic acid, an essential component of bacterial cell walls
COG0624	5.0	E	succinyl-diaminopimelate desuccinylase activity
COG0105	5.0	F	UTP biosynthetic process
COG0105	5.0	F	Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate
COG1452	5.0	M	involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane
COG1452	5.0	M	lipopolysaccharide transport
COG1143	5.0	C	4 iron, 4 sulfur cluster binding
COG1143	5.0	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
COG0486	5.0	H	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34
COG0486	5.0	S	GTPase activity
COG0766	5.0	M	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine
COG0766	5.0	M	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
COG3622	5.0	G	Belongs to the hyi family
COG3622	5.0	G	hydroxypyruvate isomerase activity
COG1109	5.0	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate
COG1109	5.0	G	phosphoglucosamine mutase activity
COG1969	5.0	C	Ni Fe-hydrogenase, b-type cytochrome subunit
COG1969	5.0	C	respiratory electron transport chain
COG0377	5.0	C	NADH dehydrogenase (ubiquinone) activity
COG0377	5.0	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
COG1947	5.0	F	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
COG1947	5.0	F	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol
COG0261	5.0	J	rRNA binding
COG0261	5.0	J	This protein binds to 23S rRNA in the presence of protein L20
COG0820	5.0	J	rRNA (adenine-C2-)-methyltransferase activity
COG0085	5.0	K	RNA polymerase activity
COG0085	5.0	K	DNA-directed 5'-3' RNA polymerase activity
COG0254	5.0	J	rRNA binding
COG0518	5.0	F	GMP synthase (glutamine-hydrolyzing) activity
COG0519	5.0	F	Catalyzes the synthesis of GMP from XMP
COG0519	5.0	F	GMP synthase (glutamine-hydrolyzing) activity
COG1841	5.0	J	ribosomal large subunit assembly
COG1841	5.0	J	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
COG0138	5.0	F	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
COG0138	5.0	F	bifunctional purine biosynthesis protein purh
COG0441	5.0	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)
COG0441	5.0	J	threonyl-tRNA aminoacylation
COG1576	5.0	J	rRNA processing
COG1576	5.0	J	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA
COG1185	5.0	J	polyribonucleotide nucleotidyltransferase activity
COG1970	5.0	M	mechanosensitive ion channel activity
COG0337	5.0	E	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)
COG0337	5.0	E	3-dehydroquinate synthase activity
COG0169	5.0	E	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)
COG0169	5.0	E	shikimate 3-dehydrogenase (NADP+) activity
COG2609	5.0	C	component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
COG2609	5.0	C	pyruvate dehydrogenase (acetyl-transferring) activity
COG0375	5.0	J	protein maturation
COG0375	5.0	S	nickel cation binding
COG0344	5.0	I	acyl-phosphate glycerol-3-phosphate acyltransferase activity
COG0416	5.0	I	fatty acid biosynthetic process
COG3004	5.0	P	regulation of pH
COG3004	5.0	P	Na( ) H( ) antiporter that extrudes sodium in exchange for external protons
COG0120	5.0	G	ribose-5-phosphate isomerase activity
COG0120	5.0	G	Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate
COG0203	5.0	J	ribosomal protein L17
COG0203	5.0	J	mitochondrial genome maintenance
COG0256	5.0	J	rRNA binding
COG0256	5.0	J	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance
COG0283	5.0	F	cytidylate kinase activity
COG0283	5.0	F	belongs to the cytidylate kinase family. Type 1 subfamily
COG1327	5.0	K	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes
COG1327	5.0	K	negative regulation of transcription, DNA-templated
COG1850	5.0	G	ribulose-bisphosphate carboxylase activity
COG0102	5.0	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly
COG0102	5.0	J	mRNA binding
COG0335	5.0	J	rRNA binding
COG0335	5.0	J	large ribosomal subunit rRNA binding
COG4108	5.0	J	Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP
COG4108	5.0	J	protein-containing complex disassembly
COG0101	5.0	J	tRNA pseudouridine synthase activity
COG0336	5.0	J	tRNA (guanine(37)-N(1))-methyltransferase activity
COG0336	5.0	J	Belongs to the RNA methyltransferase TrmD family
COG0184	5.0	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome
COG0184	5.0	J	rRNA binding
COG0496	5.0	S	5'-nucleotidase activity
COG0496	5.0	P	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates
COG0275	5.0	J	rRNA processing
COG0684	5.0	H	Catalyzes the aldol cleavage of 4-hydroxy-4-methyl-2- oxoglutarate (HMG) into 2 molecules of pyruvate. Also contains a secondary oxaloacetate (OAA) decarboxylase activity due to the common pyruvate enolate transition state formed following C-C bond cleavage in the retro-aldol and decarboxylation reactions
COG0684	5.0	H	ribonuclease inhibitor activity
COG0746	5.0	H	molybdenum cofactor guanylyltransferase activity
COG0759	5.0	S	protein insertion into membrane
COG0759	5.0	M	Could be involved in insertion of integral membrane proteins into the membrane
COG0689	5.0	J	tRNA nucleotidyltransferase activity
COG0689	5.0	J	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates
