## Mon Jun 14 10:31:56 2021
## emapper-2.1.4-2
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --data_dir /dev/shm/ -o out --output_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --temp_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --override -m diamond -i /data/shared/emapper_jobs/user_data/MM_2rpcpd43/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
tr|A0A4P6X142|A0A4P6X142_HYDPS	1276756.AUEX01000035_gene2232	1.4e-13	81.6	COG3024@1|root,COG3024@2|Bacteria,1NGJ8@1224|Proteobacteria,2VXRV@28216|Betaproteobacteria,4AFED@80864|Comamonadaceae	28216|Betaproteobacteria	S	Inhibits all the catalytic activities of DNA gyrase by preventing its interaction with DNA. Acts by binding directly to the C-terminal domain of GyrB, which probably disrupts DNA binding by the gyrase	yacG	-	-	ko:K09862	-	-	-	-	ko00000	-	-	-	YacG
tr|A0A4P6X8U2|A0A4P6X8U2_HYDPS	1223521.BBJX01000006_gene1627	1.1e-264	918.7	COG0499@1|root,COG0499@2|Bacteria,1MUQ2@1224|Proteobacteria,2VH57@28216|Betaproteobacteria,4A9S8@80864|Comamonadaceae	28216|Betaproteobacteria	H	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine	ahcY	GO:0000096,GO:0000097,GO:0000166,GO:0001666,GO:0002376,GO:0002437,GO:0002439,GO:0002544,GO:0003674,GO:0003824,GO:0004013,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006152,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0007584,GO:0007610,GO:0007622,GO:0007623,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009069,GO:0009116,GO:0009119,GO:0009164,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0016053,GO:0016054,GO:0016787,GO:0016801,GO:0016802,GO:0017076,GO:0017144,GO:0019439,GO:0019510,GO:0019752,GO:0030554,GO:0031667,GO:0033353,GO:0034641,GO:0034655,GO:0034656,GO:0036094,GO:0036293,GO:0042219,GO:0042221,GO:0042278,GO:0042454,GO:0042745,GO:0042802,GO:0042995,GO:0043005,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044272,GO:0044273,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046128,GO:0046130,GO:0046394,GO:0046395,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0046700,GO:0048037,GO:0048511,GO:0048512,GO:0050662,GO:0050667,GO:0050896,GO:0051186,GO:0051187,GO:0051287,GO:0055086,GO:0070482,GO:0071268,GO:0071704,GO:0072521,GO:0072523,GO:0097159,GO:0097458,GO:0098604,GO:0120025,GO:1901135,GO:1901136,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1901657,GO:1901658	3.3.1.1	ko:K01251	ko00270,ko01100,map00270,map01100	M00035	R00192,R04936	RC00056,RC00069,RC01161,RC01243	ko00000,ko00001,ko00002,ko01000,ko01009,ko04147	-	-	-	AdoHcyase,AdoHcyase_NAD
tr|A0A4P6WXF2|A0A4P6WXF2_HYDPS	296591.Bpro_1975	6.3e-221	773.5	COG1530@1|root,COG1530@2|Bacteria,1MV65@1224|Proteobacteria,2VI3N@28216|Betaproteobacteria,4AA30@80864|Comamonadaceae	28216|Betaproteobacteria	J	ribonuclease, Rne Rng family	cafA	-	-	ko:K08301	-	-	-	-	ko00000,ko01000,ko03009,ko03019	-	-	-	RNase_E_G,S1
tr|A0A4P6X211|A0A4P6X211_HYDPS	1100721.ALKO01000015_gene1068	3.3e-254	884.0	COG0119@1|root,COG0119@2|Bacteria,1MUNQ@1224|Proteobacteria,2VI4G@28216|Betaproteobacteria,4AAW6@80864|Comamonadaceae	28216|Betaproteobacteria	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	leuA	-	2.3.3.13	ko:K01649	ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230	M00432	R01213	RC00004,RC00470,RC02754	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	HMGL-like,LeuA_dimer
tr|A0A4P6X1E2|A0A4P6X1E2_HYDPS	1223521.BBJX01000007_gene1514	4.9e-283	979.9	COG0318@1|root,COG0318@2|Bacteria,1MU6G@1224|Proteobacteria,2VI0I@28216|Betaproteobacteria,4A9NV@80864|Comamonadaceae	28216|Betaproteobacteria	IQ	PFAM AMP-dependent synthetase and ligase	fadD	-	6.2.1.3	ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding,AMP-binding_C
tr|A0A4P6X1F5|A0A4P6X1F5_HYDPS	596153.Alide_3878	3e-34	151.4	COG1815@1|root,COG1815@2|Bacteria,1MZ8P@1224|Proteobacteria,2VUJ4@28216|Betaproteobacteria,4AEE6@80864|Comamonadaceae	28216|Betaproteobacteria	N	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body	flgB	-	-	ko:K02387	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flg_bb_rod
tr|A0A4V1AB47|A0A4V1AB47_HYDPS	987059.RBXJA2T_15173	3.5e-150	537.7	COG0010@1|root,COG0010@2|Bacteria,1MVFH@1224|Proteobacteria,2VJU2@28216|Betaproteobacteria,1KIWQ@119065|unclassified Burkholderiales	28216|Betaproteobacteria	E	Belongs to the arginase family	rocF	-	3.5.3.1,3.5.3.11,3.5.3.17,3.5.3.7	ko:K01476,ko:K01480,ko:K12255,ko:K18459	ko00220,ko00330,ko01100,ko01110,ko01130,ko01230,ko05146,map00220,map00330,map01100,map01110,map01130,map01230,map05146	M00029,M00133,M00134	R00551,R01157,R01990	RC00024,RC00329	ko00000,ko00001,ko00002,ko01000	-	-	-	Arginase
tr|A0A4P6WYE5|A0A4P6WYE5_HYDPS	266264.Rmet_1297	0.0	1232.6	COG0374@1|root,COG0374@2|Bacteria,1MWFJ@1224|Proteobacteria,2VJ52@28216|Betaproteobacteria,1K1A7@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Belongs to the NiFe NiFeSe hydrogenase large subunit family	hoxG	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.12.99.6	ko:K06281	ko00633,ko01120,map00633,map01120	-	R08034	RC00250	ko00000,ko00001,ko01000	-	-	-	NiFeSe_Hases
tr|A0A4P6X214|A0A4P6X214_HYDPS	358220.C380_21225	1.1e-108	399.4	COG1309@1|root,COG1309@2|Bacteria,1RJ2K@1224|Proteobacteria	1224|Proteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
tr|A0A4P6X7W9|A0A4P6X7W9_HYDPS	1276756.AUEX01000009_gene1769	4.6e-76	290.8	COG0299@1|root,COG0299@2|Bacteria,1MWN1@1224|Proteobacteria,2VJG8@28216|Betaproteobacteria,4AC47@80864|Comamonadaceae	28216|Betaproteobacteria	F	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate	purN	-	2.1.2.2	ko:K11175	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	R04325,R04326	RC00026,RC00197,RC01128	ko00000,ko00001,ko00002,ko01000	-	-	-	Formyl_trans_N
tr|A0A4P6WTZ0|A0A4P6WTZ0_HYDPS	1100721.ALKO01000021_gene861	1.1e-57	229.6	COG1238@1|root,COG1238@2|Bacteria,1RHUV@1224|Proteobacteria,2VUM5@28216|Betaproteobacteria,4ADVX@80864|Comamonadaceae	28216|Betaproteobacteria	S	SNARE associated Golgi protein	yqaA	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
tr|A0A4P6WYM8|A0A4P6WYM8_HYDPS	358220.C380_07655	1.4e-71	275.8	COG1905@1|root,COG1905@2|Bacteria,1MWS2@1224|Proteobacteria,2VQD9@28216|Betaproteobacteria,4ADGI@80864|Comamonadaceae	28216|Betaproteobacteria	C	PFAM NADH dehydrogenase (ubiquinone) 24 kDa subunit	nuoE	-	1.6.5.3	ko:K00334	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	2Fe-2S_thioredx
tr|A0A4P6X1Q3|A0A4P6X1Q3_HYDPS	1123504.JQKD01000034_gene2753	2.2e-172	611.7	COG2255@1|root,COG2255@2|Bacteria,1MU38@1224|Proteobacteria,2VH0J@28216|Betaproteobacteria,4A9VT@80864|Comamonadaceae	28216|Betaproteobacteria	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing	ruvB	-	3.6.4.12	ko:K03551	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	RuvB_C,RuvB_N
tr|A0A4P6X5V4|A0A4P6X5V4_HYDPS	296591.Bpro_4488	2e-51	209.1	COG1651@1|root,COG1651@2|Bacteria,1RGWH@1224|Proteobacteria,2VSFV@28216|Betaproteobacteria,4ADS0@80864|Comamonadaceae	28216|Betaproteobacteria	O	Thiol disulfide interchange protein	dsbA	-	-	ko:K03673	ko01503,map01503	M00728	-	-	ko00000,ko00001,ko00002,ko03110	-	-	-	DSBA,Thioredoxin
tr|A0A4P6WXG3|A0A4P6WXG3_HYDPS	1276756.AUEX01000001_gene1107	3.3e-66	257.7	COG1952@1|root,COG1952@2|Bacteria,1RI75@1224|Proteobacteria,2VQ1Q@28216|Betaproteobacteria,4ADSB@80864|Comamonadaceae	28216|Betaproteobacteria	U	One of the proteins required for the normal export of preproteins out of the cell cytoplasm. It is a molecular chaperone that binds to a subset of precursor proteins, maintaining them in a translocation-competent state. It also specifically binds to its receptor SecA	secB	-	-	ko:K03071	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044,ko03110	3.A.5	-	-	SecB
tr|A0A4P6X9Z7|A0A4P6X9Z7_HYDPS	365046.Rta_12500	5.3e-130	470.7	COG0491@1|root,COG0491@2|Bacteria,1MY6G@1224|Proteobacteria,2VIK0@28216|Betaproteobacteria,4AC84@80864|Comamonadaceae	28216|Betaproteobacteria	S	Beta-lactamase superfamily domain	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
tr|A0A4P6WY07|A0A4P6WY07_HYDPS	1276756.AUEX01000037_gene290	6e-164	583.6	COG1186@1|root,COG1186@2|Bacteria,1MUAW@1224|Proteobacteria,2VJ6C@28216|Betaproteobacteria,4ABX2@80864|Comamonadaceae	28216|Betaproteobacteria	J	Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA	prfB	-	-	ko:K02836	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
tr|A0A4P6X1Y3|A0A4P6X1Y3_HYDPS	296591.Bpro_3920	2.8e-39	168.3	COG1309@1|root,COG1309@2|Bacteria,1RGJ3@1224|Proteobacteria,2VHGC@28216|Betaproteobacteria,4ADI0@80864|Comamonadaceae	28216|Betaproteobacteria	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_4,TetR_N
tr|A0A4V1AB10|A0A4V1AB10_HYDPS	1276756.AUEX01000021_gene3319	1.3e-220	772.3	COG2204@1|root,COG2204@2|Bacteria,1MU0N@1224|Proteobacteria,2VHSB@28216|Betaproteobacteria,4AD9I@80864|Comamonadaceae	28216|Betaproteobacteria	T	Sigma-54 interaction domain	hoxA	-	-	ko:K19641	ko02020,map02020	M00772	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	HTH_8,Response_reg,Sigma54_activat
tr|A0A4P6X8E5|A0A4P6X8E5_HYDPS	1458275.AZ34_12295	6.3e-61	240.7	COG0847@1|root,COG0847@2|Bacteria,1RCPS@1224|Proteobacteria,2WEVE@28216|Betaproteobacteria	28216|Betaproteobacteria	L	Exonuclease	-	-	2.7.7.7	ko:K02342	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	RNase_T
tr|A0A4P6X3J6|A0A4P6X3J6_HYDPS	358220.C380_08495	2.5e-264	917.5	COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2VHYE@28216|Betaproteobacteria,4AAV7@80864|Comamonadaceae	28216|Betaproteobacteria	E	TIGRFAM glutamine synthetase, type I	glnA	GO:0003674,GO:0003824,GO:0006725,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016866,GO:0034022,GO:0042537,GO:0044237,GO:0050486,GO:0071704,GO:1901360	5.4.4.3,6.3.1.2	ko:K01915,ko:K20712	ko00220,ko00250,ko00627,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00627,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253,R06988,R09284	RC00010,RC01754,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
tr|A0A4P6WSG9|A0A4P6WSG9_HYDPS	1380394.JADL01000007_gene4685	2.9e-78	298.9	COG2378@1|root,COG2378@2|Bacteria,1PXCX@1224|Proteobacteria,2TTKZ@28211|Alphaproteobacteria,2JVC2@204441|Rhodospirillales	204441|Rhodospirillales	K	WYL domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_11,WYL
tr|A0A4V1AC31|A0A4V1AC31_HYDPS	395495.Lcho_1004	2.5e-76	291.6	2DBG4@1|root,2Z927@2|Bacteria,1N7I6@1224|Proteobacteria,2VQ2P@28216|Betaproteobacteria,1KJ7E@119065|unclassified Burkholderiales	28216|Betaproteobacteria	K	Functions in complex with FlhD as a master transcriptional regulator that regulates transcription of several flagellar and non-flagellar operons by binding to their promoter region. Activates expression of class 2 flagellar genes, including fliA, which is a flagellum-specific sigma factor that turns on the class 3 genes. Also regulates genes whose products function in a variety of physiological pathways	flhC	-	-	ko:K02402	ko02020,ko02024,ko02026,ko02040,map02020,map02024,map02026,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FlhC
tr|A0A4P6X0R6|A0A4P6X0R6_HYDPS	1276756.AUEX01000012_gene3500	1.2e-24	120.2	2C0PG@1|root,330E3@2|Bacteria,1RA6M@1224|Proteobacteria,2VTJ7@28216|Betaproteobacteria,4AEHB@80864|Comamonadaceae	28216|Betaproteobacteria	S	Domain of unknown function (DUF4136)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4136
tr|A0A4P6X8T8|A0A4P6X8T8_HYDPS	1157708.KB907453_gene4395	1.5e-32	145.2	COG5460@1|root,COG5460@2|Bacteria,1PTUZ@1224|Proteobacteria,2VV0Z@28216|Betaproteobacteria,4AF9I@80864|Comamonadaceae	28216|Betaproteobacteria	S	Uncharacterized conserved protein (DUF2164)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2164
tr|A0A4P6WVA5|A0A4P6WVA5_HYDPS	1380394.JADL01000002_gene1813	1.6e-41	176.4	COG1024@1|root,COG1024@2|Bacteria,1Q67Q@1224|Proteobacteria,2U2T5@28211|Alphaproteobacteria,2JSHK@204441|Rhodospirillales	204441|Rhodospirillales	I	Enoyl-CoA hydratase/isomerase	-	-	-	ko:K15313	-	-	-	-	ko00000,ko01008	-	-	-	ECH_1
tr|A0A4P6X2Z6|A0A4P6X2Z6_HYDPS	1458275.AZ34_06980	3.3e-50	204.1	COG3118@1|root,COG3118@2|Bacteria,1MZBB@1224|Proteobacteria,2VSHX@28216|Betaproteobacteria,4AE6H@80864|Comamonadaceae	28216|Betaproteobacteria	O	Belongs to the thioredoxin family	trxA	-	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
tr|A0A4P6WXU2|A0A4P6WXU2_HYDPS	232721.Ajs_1574	2.6e-78	298.1	29QVI@1|root,30BVQ@2|Bacteria,1RD6N@1224|Proteobacteria,2VR3I@28216|Betaproteobacteria,4AE9J@80864|Comamonadaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X2I5|A0A4P6X2I5_HYDPS	1276756.AUEX01000021_gene3314	3.4e-182	644.4	COG0126@1|root,COG0126@2|Bacteria,1MUNU@1224|Proteobacteria,2VHJK@28216|Betaproteobacteria,4AB3S@80864|Comamonadaceae	28216|Betaproteobacteria	F	Belongs to the phosphoglycerate kinase family	pgk	-	2.7.2.3	ko:K00927	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01512	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK
tr|A0A4P6WYL7|A0A4P6WYL7_HYDPS	880074.BARVI_03745	2.2e-141	509.2	COG0724@1|root,COG2865@1|root,COG0724@2|Bacteria,COG2865@2|Bacteria,4NKG2@976|Bacteroidetes,2G2D2@200643|Bacteroidia	976|Bacteroidetes	K	Divergent AAA domain protein	-	-	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AlbA_2,HATPase_c_4,HTH_24
tr|A0A4P6WVQ0|A0A4P6WVQ0_HYDPS	1223521.BBJX01000019_gene585	6.9e-168	597.0	COG1593@1|root,COG1593@2|Bacteria,1MU0F@1224|Proteobacteria,2VIE2@28216|Betaproteobacteria,4ACB3@80864|Comamonadaceae	28216|Betaproteobacteria	G	PFAM TRAP C4-dicarboxylate transport system permease DctM subunit	-	-	-	-	-	-	-	-	-	-	-	-	DctM
tr|A0A4P6X0L3|A0A4P6X0L3_HYDPS	426114.THI_0162	2.3e-171	608.2	COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,2VHHG@28216|Betaproteobacteria,1KKA5@119065|unclassified Burkholderiales	28216|Betaproteobacteria	C	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gapA	GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0036094,GO:0043891,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
tr|A0A4P6X2A1|A0A4P6X2A1_HYDPS	397945.Aave_2162	3.1e-112	411.8	COG1721@1|root,COG1721@2|Bacteria,1R3QD@1224|Proteobacteria,2VN9P@28216|Betaproteobacteria,4A9TP@80864|Comamonadaceae	28216|Betaproteobacteria	S	Protein of unknown function DUF58	-	-	-	-	-	-	-	-	-	-	-	-	DUF58
tr|A0A4P6WRR4|A0A4P6WRR4_HYDPS	1408164.MOLA814_02712	6.7e-32	142.9	COG0636@1|root,32S3K@2|Bacteria,1N1NA@1224|Proteobacteria,2VTY0@28216|Betaproteobacteria,1KQ3M@119066|unclassified Betaproteobacteria	28216|Betaproteobacteria	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpE	-	-	ko:K02110	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_C
tr|A0A4P6X2Z7|A0A4P6X2Z7_HYDPS	1223521.BBJX01000005_gene2154	8.3e-179	633.3	COG0508@1|root,COG0508@2|Bacteria,1MUJD@1224|Proteobacteria,2VIEM@28216|Betaproteobacteria,4AAG4@80864|Comamonadaceae	28216|Betaproteobacteria	C	The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2)	sucB	-	2.3.1.61	ko:K00658	ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00032	R02570,R02571,R08549	RC00004,RC02727,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	2-oxoacid_dh,Biotin_lipoyl,E3_binding
tr|A0A4P6X169|A0A4P6X169_HYDPS	1276756.AUEX01000004_gene2452	2.4e-115	421.8	COG0134@1|root,COG0134@2|Bacteria,1MW5K@1224|Proteobacteria,2VIN7@28216|Betaproteobacteria,4ABED@80864|Comamonadaceae	28216|Betaproteobacteria	E	Belongs to the TrpC family	trpC	GO:0003674,GO:0003824,GO:0004425,GO:0016829,GO:0016830,GO:0016831	4.1.1.48	ko:K01609	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00023	R03508	RC00944	ko00000,ko00001,ko00002,ko01000	-	-	-	IGPS
tr|A0A4V1ABN4|A0A4V1ABN4_HYDPS	296591.Bpro_5571	9.8e-201	706.1	COG1804@1|root,COG1804@2|Bacteria,1MVY1@1224|Proteobacteria,2VKB0@28216|Betaproteobacteria,4ACU4@80864|Comamonadaceae	28216|Betaproteobacteria	C	PFAM L-carnitine dehydratase bile acid-inducible protein F	-	-	-	-	-	-	-	-	-	-	-	-	CoA_transf_3
tr|A0A4V1ABS1|A0A4V1ABS1_HYDPS	296591.Bpro_2177	5.8e-81	307.0	COG1959@1|root,COG1959@2|Bacteria,1RDA4@1224|Proteobacteria,2VRGK@28216|Betaproteobacteria,4AAJV@80864|Comamonadaceae	28216|Betaproteobacteria	K	transcriptional regulator, Rrf2 family	iscR	-	-	ko:K13643	-	-	-	-	ko00000,ko03000	-	-	-	Rrf2
tr|A0A4P6X7W4|A0A4P6X7W4_HYDPS	1100720.ALKN01000030_gene1117	2e-113	415.6	COG0142@1|root,COG0142@2|Bacteria,1MUK6@1224|Proteobacteria,2VHX4@28216|Betaproteobacteria,4A9VJ@80864|Comamonadaceae	28216|Betaproteobacteria	H	Belongs to the FPP GGPP synthase family	ispB	-	2.5.1.90	ko:K02523	ko00900,ko01110,map00900,map01110	-	R09248	RC00279	ko00000,ko00001,ko01000,ko01006	-	-	-	polyprenyl_synt
tr|A0A4P6WZC4|A0A4P6WZC4_HYDPS	535289.Dtpsy_2189	1.8e-41	176.8	COG3391@1|root,COG3391@2|Bacteria,1P862@1224|Proteobacteria,2WEY0@28216|Betaproteobacteria,4AJBU@80864|Comamonadaceae	28216|Betaproteobacteria	S	TIGRFAM 40-residue YVTN family beta-propeller repeat protein	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_D1,Lactonase
tr|A0A4P6WU23|A0A4P6WU23_HYDPS	1100720.ALKN01000028_gene2590	1.9e-77	295.8	292MF@1|root,32CTK@2|Bacteria,1RJGD@1224|Proteobacteria,2VSMH@28216|Betaproteobacteria,4AEPG@80864|Comamonadaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF3047)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3047
tr|A0A4P6X7D5|A0A4P6X7D5_HYDPS	573065.Astex_2239	1.1e-41	176.8	COG3736@1|root,COG3736@2|Bacteria,1MXRC@1224|Proteobacteria,2UD4N@28211|Alphaproteobacteria,2KJRD@204458|Caulobacterales	204458|Caulobacterales	U	VirB8 protein	-	-	-	ko:K03203	ko03070,map03070	M00333	-	-	ko00000,ko00001,ko00002,ko02044	3.A.7	-	-	VirB8
tr|A0A4P6WQZ1|A0A4P6WQZ1_HYDPS	365044.Pnap_0077	2.7e-152	545.0	COG5008@1|root,COG5008@2|Bacteria,1QTTX@1224|Proteobacteria,2VHU7@28216|Betaproteobacteria,4AJ83@80864|Comamonadaceae	28216|Betaproteobacteria	NU	twitching motility protein	-	-	-	ko:K02670	-	-	-	-	ko00000,ko02035,ko02044	3.A.15.2	-	-	T2SSE
tr|A0A4P6WWM0|A0A4P6WWM0_HYDPS	477641.MODMU_2288	4.6e-09	68.9	COG2207@1|root,COG2207@2|Bacteria,2GST6@201174|Actinobacteria,4EU42@85013|Frankiales	201174|Actinobacteria	K	Transcriptional regulator, AraC family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_18
tr|A0A4P6WXX9|A0A4P6WXX9_HYDPS	426114.THI_0461	3.3e-58	231.9	COG2801@1|root,COG2963@1|root,COG2801@2|Bacteria,COG2963@2|Bacteria,1MVXQ@1224|Proteobacteria,2VHC7@28216|Betaproteobacteria,1KKW2@119065|unclassified Burkholderiales	28216|Betaproteobacteria	L	Integrase core domain	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve
tr|A0A4P6WUV9|A0A4P6WUV9_HYDPS	1286631.X805_29670	3.7e-170	605.1	COG4191@1|root,COG4191@2|Bacteria,1RCM9@1224|Proteobacteria,2VIMC@28216|Betaproteobacteria,1KN3J@119065|unclassified Burkholderiales	28216|Betaproteobacteria	T	His Kinase A (phosphoacceptor) domain	-	-	2.7.13.3	ko:K10125	ko02020,map02020	M00504	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA,dCache_1
tr|A0A4V1AB43|A0A4V1AB43_HYDPS	1100721.ALKO01000017_gene1584	7.1e-136	490.0	COG0411@1|root,COG0411@2|Bacteria,1MUTY@1224|Proteobacteria,2VJ0Q@28216|Betaproteobacteria,4A9RD@80864|Comamonadaceae	28216|Betaproteobacteria	E	PFAM ABC transporter related	-	-	-	ko:K01995	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
